Date,Open,High,Low,Close,Adj Close,Volume
2019-09-10,63.889999,63.889999,63.889999,63.695000,63.695000,15
2019-09-11,64.360001,64.360001,64.360001,64.360001,64.360001,0
2019-09-12,64.849998,64.930000,64.589996,64.785004,64.785004,10330
2019-09-13,64.470001,64.470001,64.470001,64.415001,64.415001,154
2019-09-16,64.250000,64.250000,64.250000,64.250000,64.250000,0
2019-09-17,64.099998,64.099998,63.889999,63.880001,63.880001,701
2019-09-18,64.150002,64.150002,63.939999,63.860001,63.860001,2191
2019-09-19,63.980000,63.980000,63.980000,64.290001,64.290001,13
2019-09-20,64.089996,64.089996,64.089996,64.080002,64.080002,5000
2019-09-23,63.980000,63.980000,63.980000,63.965000,63.965000,1248
2019-09-24,64.080002,64.080002,63.990002,63.770000,63.770000,5010
2019-09-25,63.709999,63.709999,63.709999,63.794998,63.794998,495
2019-09-26,63.889999,63.889999,63.889999,63.889999,63.889999,0
2019-09-27,64.459999,64.459999,64.459999,64.400002,64.400002,168
2019-09-30,64.269997,64.290001,64.150002,64.330002,64.330002,4031
2019-10-01,64.480003,64.900002,64.379997,64.184998,64.184998,1293
2019-10-02,64.080002,64.080002,62.570000,62.525002,62.525002,1031
2019-10-03,62.349998,62.389999,62.349998,62.230000,62.230000,151
2019-10-04,62.669998,62.790001,62.669998,63.285000,63.285000,1746
2019-10-07,63.450001,63.520000,63.450001,63.564999,63.564999,604
2019-10-08,63.419998,63.860001,63.419998,63.255001,63.255001,5879
2019-10-09,63.279999,63.599998,63.279999,63.445000,63.445000,2096
2019-10-10,63.590000,64.040001,63.549999,63.615002,63.615002,1906
2019-10-11,63.180000,63.290001,62.740002,62.865002,62.865002,1493
2019-10-14,62.860001,63.290001,62.740002,62.950001,62.950001,843
2019-10-15,62.930000,62.930000,62.930000,62.785000,62.785000,790
2019-10-16,62.549999,62.549999,62.549999,62.279999,62.279999,127
2019-10-17,62.305000,62.305000,62.305000,62.305000,62.305000,0
2019-10-18,62.189999,62.200001,61.990002,62.125000,62.125000,374
2019-10-21,61.919998,62.009998,61.740002,61.855000,61.855000,6233
2019-10-22,62.369999,62.369999,62.369999,62.169998,62.169998,80
2019-10-23,62.330002,62.330002,62.330002,62.330002,62.330002,0
2019-10-24,62.650002,62.689999,62.410000,62.860001,62.860001,454
2019-10-25,62.840000,63.080002,62.830002,63.025002,63.025002,560
2019-10-28,63.130001,63.270000,62.830002,63.215000,63.215000,1790
2019-10-29,63.139999,63.150002,62.990002,63.115002,63.115002,1005
2019-10-30,63.029999,63.060001,63.009998,63.080002,63.080002,2924
2019-10-31,62.770000,62.849998,62.639999,62.619999,62.619999,1498
2019-11-01,63.200001,63.200001,62.869999,63.264999,63.264999,20378
2019-11-04,63.650002,64.000000,63.650002,63.880001,63.880001,498
2019-11-05,63.980000,64.190002,63.980000,64.019997,64.019997,69
2019-11-06,63.889999,64.099998,63.889999,63.990002,63.990002,877
2019-11-07,64.440002,64.449997,64.419998,64.574997,64.574997,363
2019-11-08,64.480003,64.480003,64.459999,64.470001,64.470001,3539
2019-11-11,64.279999,64.349998,63.990002,64.035004,64.035004,2505
2019-11-12,64.320000,64.500000,64.279999,64.404999,64.404999,4979
2019-11-13,63.830002,64.220001,63.830002,64.110001,64.110001,2462
2019-11-14,64.019997,64.110001,64.000000,63.919998,63.919998,3308
2019-11-15,64.099998,64.099998,64.099998,64.254997,64.254997,77
2019-11-18,63.950001,64.430000,63.950001,64.044998,64.044998,923
2019-11-19,64.099998,64.550003,64.050003,64.184998,64.184998,654
2019-11-20,64.139999,64.250000,64.029999,64.184998,64.184998,714
2019-11-21,63.779999,63.820000,63.779999,63.919998,63.919998,31
2019-11-22,64.139999,64.419998,64.139999,64.349998,64.349998,3101
2019-11-25,64.510002,64.510002,64.510002,64.529999,64.529999,28
2019-11-26,64.750000,64.940002,64.699997,64.910004,64.910004,4207
2019-11-27,65.209999,65.209999,64.839996,64.820000,64.820000,1749
2019-11-28,64.620003,64.800003,64.620003,64.769997,64.769997,440
2019-11-29,64.519997,64.639999,64.519997,64.470001,64.470001,405
2019-12-02,64.809998,64.809998,64.529999,63.884998,63.884998,1285
2019-12-03,63.869999,63.869999,63.250000,62.970001,62.970001,1491
2019-12-04,63.139999,63.389999,63.000000,63.189999,63.189999,1289
2019-12-05,63.099998,63.290001,63.000000,62.945000,62.945000,3523
2019-12-06,63.330002,63.709999,63.330002,63.755001,63.755001,1772
2019-12-09,63.549999,63.630001,63.459999,63.490002,63.490002,3414
2019-12-10,63.509998,63.509998,62.840000,63.294998,63.294998,3053
2019-12-11,63.700001,63.740002,63.349998,63.349998,63.349998,6600
2019-12-12,64.154999,64.154999,64.154999,64.154999,64.154999,0
2019-12-13,63.520000,63.520000,63.310001,63.240002,63.240002,6759
2019-12-16,63.480000,64.019997,63.400002,64.114998,64.114998,1706
2019-12-17,64.910004,64.989998,64.650002,64.980003,64.980003,600
2019-12-18,65.199997,65.349998,65.160004,65.334999,65.334999,820
2019-12-19,65.199997,65.239998,65.199997,65.644997,65.644997,3386
2019-12-20,65.629997,65.900002,65.629997,65.845001,65.845001,6025
2019-12-23,66.000000,66.459999,65.970001,66.529999,66.529999,526
2019-12-24,66.580002,66.669998,66.489998,66.400002,66.400002,431
2019-12-27,66.570000,66.570000,65.980003,66.089996,66.089996,2233
2019-12-30,66.089996,66.089996,65.500000,65.529999,65.529999,6336
2019-12-31,65.589996,65.589996,65.410004,65.135002,65.135002,1213
2020-01-02,65.510002,65.930000,65.510002,65.870003,65.870003,7145
2020-01-03,65.910004,65.910004,65.709999,65.955002,65.955002,2227
2020-01-06,65.400002,65.669998,65.059998,65.489998,65.489998,3065
2020-01-07,65.809998,66.080002,65.809998,65.919998,65.919998,1870
2020-01-08,66.019997,66.070000,65.510002,66.084999,66.084999,7727
2020-01-09,66.800003,66.889999,66.720001,66.620003,66.620003,8989
2020-01-10,66.699997,66.860001,66.699997,66.769997,66.769997,2847
2020-01-13,67.220001,67.300003,66.830002,67.195000,67.195000,1784
2020-01-14,67.300003,67.510002,67.209999,67.269997,67.269997,5485
2020-01-15,67.199997,67.330002,67.199997,67.269997,67.269997,1296
2020-01-16,67.309998,67.620003,67.230003,67.235001,67.235001,1921
2020-01-17,67.360001,67.870003,67.360001,67.680000,67.680000,693
2020-01-20,67.970001,68.139999,67.889999,67.894997,67.894997,1927
2020-01-21,67.570000,67.570000,67.260002,67.480003,67.480003,4577
2020-01-22,67.300003,67.800003,67.260002,67.035004,67.035004,1394
2020-01-23,66.870003,66.970001,66.639999,66.614998,66.614998,3321
2020-01-24,67.150002,67.250000,67.120003,67.120003,67.120003,243
2020-01-27,66.080002,66.230003,65.379997,65.584999,65.584999,3553
2020-01-28,66.120003,66.540001,66.070000,66.544998,66.544998,1658
2020-01-29,66.650002,66.809998,66.449997,66.680000,66.680000,2253
2020-01-30,65.970001,66.089996,65.440002,65.474998,65.474998,2308
2020-01-31,65.599998,65.830002,64.620003,64.459999,64.459999,2762
2020-02-03,64.900002,65.919998,64.879997,65.764999,65.764999,5808
2020-02-04,66.650002,66.720001,66.480003,66.775002,66.775002,1587
2020-02-05,66.529999,67.309998,66.529999,67.404999,67.404999,1631
2020-02-06,67.970001,68.019997,67.800003,68.025002,68.025002,4796
2020-02-07,67.900002,67.969994,67.430000,67.849998,67.849998,1354
2020-02-10,67.889999,67.889999,67.769997,67.775002,67.775002,6925
2020-02-11,68.419998,68.419998,68.305000,68.305000,68.305000,6075
2020-02-12,68.230003,68.459999,67.430000,68.355003,68.355003,1829
2020-02-13,67.959999,68.089996,67.500000,67.794998,67.794998,1830
2020-02-14,68.000000,68.050003,67.930000,67.889999,67.889999,2769
2020-02-17,67.930000,68.209999,67.930000,68.144997,68.144997,3048
2020-02-18,67.709999,67.790001,67.459999,67.455002,67.455002,1541
2020-02-19,67.989998,68.139999,67.865761,68.455002,68.455002,2375
2020-02-20,68.769997,68.769997,68.099998,68.139999,68.139999,1210
2020-02-21,67.900002,67.900002,67.199997,67.455002,67.455002,1071
2020-02-24,66.309998,66.650002,65.410004,65.464996,65.464996,5080
2020-02-25,65.239998,65.868042,64.849998,64.169998,64.169998,2511
2020-02-26,63.500000,64.650002,62.689999,64.574997,64.574997,6180
2020-02-27,63.459999,63.459999,62.249340,62.570000,62.570000,6442
2020-02-28,60.320000,60.869999,59.513229,60.535000,60.535000,10350
2020-03-02,62.200001,62.730000,60.540001,62.305000,62.305000,43746
2020-03-03,63.320000,63.980000,63.060001,62.544998,62.544998,10736
2020-03-04,62.900002,63.520000,62.650002,63.099998,63.099998,3526
2020-03-05,63.380001,63.520000,62.009998,62.645000,62.645000,5895
2020-03-06,59.939999,61.000000,59.490002,59.974998,59.974998,9520
2020-03-09,57.939999,59.000000,55.389999,56.119999,56.119999,21992
2020-03-10,56.990002,58.380001,55.980000,56.564999,56.564999,15289
2020-03-11,57.150002,57.630001,56.518902,56.625000,56.625000,9260
2020-03-12,54.180000,54.480000,1.733800,52.235001,52.235001,19481
2020-03-13,53.000000,55.585911,51.980000,53.009998,53.009998,7868
2020-03-16,52.619999,53.259998,49.700001,52.654999,52.654999,7136
2020-03-17,53.970001,54.110001,51.330002,53.700001,53.700001,9788
2020-03-18,52.660000,52.951809,50.970001,52.224998,52.224998,3877
2020-03-19,53.000000,53.500648,52.209999,53.299999,53.299999,3665
2020-03-20,54.349998,55.228088,52.740002,52.680000,52.680000,25182
2020-03-23,50.380001,53.299999,50.380001,51.270000,51.270000,20384
2020-03-24,52.770000,54.167950,52.770000,54.485001,54.485001,15694
2020-03-25,55.500000,55.950001,53.270000,55.910000,55.910000,19684
2020-03-26,54.400002,56.470001,53.959999,56.174999,56.174999,11215
2020-03-27,55.310001,55.637718,53.849998,53.625000,53.625000,4771
2020-03-30,54.240002,55.637699,53.189999,54.724998,54.724998,2695
2020-03-31,55.680000,55.759998,53.189999,55.195000,55.195000,5430
2020-04-01,53.380001,53.520000,51.639999,52.985001,52.985001,10663
2020-04-02,53.189999,53.540001,51.990002,52.980000,52.980000,2437
2020-04-03,53.299999,53.764931,53.134899,53.215000,53.215000,6295
2020-04-06,54.880001,55.619999,54.619999,55.424999,55.424999,35119
2020-04-07,57.020000,57.810001,56.738918,57.119999,57.119999,11113
2020-04-08,56.169998,56.599998,55.930000,56.564999,56.564999,6771
2020-04-09,58.029999,58.029999,56.669998,57.735001,57.735001,6193
2020-04-14,57.950001,58.180000,57.450001,57.685001,57.685001,9099
2020-04-15,57.750000,58.110001,56.750000,56.805000,56.805000,6309
2020-04-16,57.689999,57.689999,57.240002,57.555000,57.555000,11859
2020-04-17,58.869999,59.200001,58.209999,58.299999,58.299999,7212
2020-04-20,58.720001,58.799999,58.099998,58.805000,58.805000,7313
2020-04-21,58.080002,58.180000,57.209381,57.224998,57.224998,6052
2020-04-22,57.740002,58.200001,57.700001,58.200001,58.200001,4644
2020-04-23,58.310001,58.889999,58.182880,58.794998,58.794998,2426
2020-04-24,58.119999,58.590000,57.889999,58.180000,58.180000,9824
2020-04-27,58.820000,59.250000,58.820000,59.195000,59.195000,6380
2020-04-28,59.290001,60.040001,59.209999,59.549999,59.549999,6161
2020-04-29,59.900002,60.810001,59.750000,60.790001,60.790001,14622
2020-04-30,61.080002,61.180000,59.450001,59.369999,59.369999,8368
2020-05-01,58.490002,58.619999,57.740002,58.169998,58.169998,13939
2020-05-04,58.049999,58.299999,57.830002,58.080002,58.080002,5570
2020-05-05,58.910000,59.340000,58.549999,59.345001,59.345001,3623
2020-05-06,59.669998,59.779999,59.380001,59.395000,59.395000,1394
2020-05-07,59.750000,60.250000,59.580002,60.119999,60.119999,4282
2020-05-11,60.849998,65.820000,60.380001,60.700001,60.700001,8464
2020-05-12,60.500000,61.099998,60.500000,61.134998,61.134998,5328
2020-05-13,60.220001,60.433540,59.849998,60.075001,60.075001,9176
2020-05-14,59.549999,59.860001,58.680000,59.174999,59.174999,7412
2020-05-15,60.230000,60.280170,59.980000,60.014999,60.014999,3534
2020-05-18,61.200001,61.889999,61.180000,62.119999,62.119999,6909
2020-05-19,62.150002,62.299999,61.660000,62.000000,62.000000,10306
2020-05-20,61.830002,62.450001,61.689999,62.445000,62.445000,5664
2020-05-21,62.209999,62.270000,61.900002,61.770000,61.770000,5069
2020-05-22,61.290001,62.080002,61.208050,61.775002,61.775002,1255
2020-05-26,62.950001,63.439999,62.730000,62.700001,62.700001,7969
2020-05-27,62.990002,63.610001,62.720001,63.025002,63.025002,17094
2020-05-28,63.939999,64.050003,63.610001,63.884998,63.884998,7618
2020-05-29,63.220001,63.610001,62.830002,62.910000,62.910000,6081
2020-06-01,64.139999,64.150002,63.180000,63.305000,63.305000,15337
2020-06-02,63.259998,63.740002,63.080002,63.570000,63.570000,26742
2020-06-03,63.939999,64.680000,63.939999,64.574997,64.574997,6336
2020-06-04,64.709999,64.800003,64.440002,64.440002,64.440002,15736
2020-06-05,64.760002,65.629997,64.699997,65.584999,65.584999,10828
2020-06-08,65.459999,65.879997,65.309998,65.720001,65.720001,11287
2020-06-09,65.919998,66.080002,65.190002,65.379997,65.379997,25543
2020-06-10,65.489998,65.642036,64.910004,65.089996,65.089996,7673
2020-06-11,64.459999,64.620003,63.459999,63.459999,63.459999,9258
2020-06-12,62.930000,63.990002,62.830002,63.035000,63.035000,8201
2020-06-15,61.990002,63.889999,61.849998,62.759998,62.759998,16215
2020-06-16,63.980000,64.930000,63.910000,64.540001,64.540001,9098
2020-06-17,64.879997,65.300003,64.879997,64.930000,64.930000,7239
2020-06-18,64.769997,65.480003,64.669998,65.330002,65.330002,25247
2020-06-19,65.570000,66.339996,65.550003,66.035004,66.035004,9488
2020-06-22,65.169998,65.430000,64.870003,65.220001,65.220001,8650
2020-06-23,65.660004,66.209999,65.480003,65.815002,65.815002,20916
2020-06-24,65.550003,65.550003,64.300003,64.379997,64.379997,16776
2020-06-25,64.199997,64.449997,63.779999,64.470001,64.470001,6252
2020-06-26,65.050003,65.260002,64.510002,64.510002,64.510002,6002
2020-06-29,64.330002,65.099998,64.069473,65.135002,65.135002,3927
2020-06-30,65.150002,65.389999,64.900002,64.919998,64.919998,11396
2020-07-01,65.209999,66.279999,64.720001,64.855003,64.855003,9454
2020-07-02,65.320000,66.080002,65.300003,65.790001,65.790001,6647
2020-07-03,66.089996,66.190002,65.540001,65.535004,65.535004,4671
2020-07-06,66.199997,66.980003,66.199997,66.785004,66.785004,3399
2020-07-07,66.690002,66.690002,66.080002,66.250000,66.250000,9060
2020-07-08,65.930000,66.099998,65.680000,65.720001,65.720001,5490
2020-07-09,66.070000,66.129997,65.010002,65.180000,65.180000,4490
2020-07-10,65.650002,65.699997,65.190002,65.654999,65.654999,6755
2020-07-13,66.500000,67.010002,66.230003,67.050003,67.050003,14299
2020-07-14,66.349998,66.449997,65.940002,66.199997,66.199997,7714
2020-07-15,67.000000,67.250000,66.730003,67.154999,67.154999,3414
2020-07-16,66.940002,67.012482,66.709999,66.639999,66.639999,3134
2020-07-17,67.279999,67.279999,66.580002,67.294998,67.294998,1173
2020-07-20,67.089996,67.150002,66.790001,67.029999,67.029999,3211
2020-07-21,67.650002,67.839996,67.212280,67.279999,67.279999,4254
2020-07-22,67.389999,67.470001,67.029999,67.084999,67.084999,6127
2020-07-23,67.599998,67.680000,67.300003,67.245003,67.245003,1318
2020-07-24,66.099998,66.320000,65.879997,66.044998,66.044998,15040
2020-07-27,66.059998,66.330002,65.800003,65.879997,65.879997,10724
2020-07-28,66.199997,66.320000,65.650002,65.800003,65.800003,8899
2020-07-29,65.660004,65.800003,65.500000,65.775002,65.775002,3759
2020-07-30,65.820000,65.820000,64.309998,64.879997,64.879997,4728
2020-07-31,64.970001,65.080002,64.139999,64.290001,64.290001,4081
2020-08-03,64.750000,65.830002,64.650002,65.654999,65.654999,31244
2020-08-04,65.870003,66.029999,65.618713,65.750000,65.750000,5053
2020-08-05,66.220001,66.260002,65.951317,66.050003,66.050003,1106
2020-08-06,65.910004,66.040001,65.480003,65.845001,65.845001,2555
2020-08-07,66.010002,66.580002,66.000000,66.324997,66.324997,2474
2020-08-10,66.540001,66.690002,66.180000,66.205002,66.205002,6818
2020-08-11,66.849998,67.180000,66.699997,66.989998,66.989998,6363
2020-08-12,66.860001,67.639999,66.849998,67.500000,67.500000,2474
2020-08-13,67.300003,67.559998,67.070000,67.334999,67.334999,2731
2020-08-14,67.330002,67.330002,66.599998,66.959999,66.959999,5146
2020-08-17,67.080002,67.370003,67.007401,67.349998,67.349998,11091
2020-08-18,67.000000,67.220001,66.620003,66.699997,66.699997,3675
2020-08-19,66.720001,67.070000,66.698532,67.044998,67.044998,10116
2020-08-20,66.750000,67.050003,66.500000,66.589996,66.589996,5105
2020-08-21,66.669998,67.230003,66.459999,67.040001,67.040001,8377
2020-08-24,67.400002,68.000000,66.471497,67.870003,67.870003,5942
2020-08-25,68.339996,68.455803,67.692001,67.860001,67.860001,3610
2020-08-26,67.980003,68.019997,67.849998,68.014999,68.014999,997
2020-08-27,67.989998,68.650131,67.910004,68.169998,68.169998,5056
2020-08-28,68.139999,68.177689,67.588737,67.620003,67.620003,8241
2020-09-01,67.610001,67.889999,66.980003,67.269997,67.269997,6432
2020-09-02,68.099998,68.547058,68.099998,68.349998,68.349998,3231
2020-09-03,68.900002,69.245598,67.050003,67.275002,67.275002,7026
2020-09-04,66.989998,67.519997,65.720001,66.220001,66.220001,14268
2020-09-07,66.570000,67.487267,66.540001,67.394997,67.394997,10716
2020-09-08,67.620003,67.975090,66.500000,66.919998,66.919998,5907
2020-09-09,67.070000,67.900002,67.000000,67.790001,67.790001,6309
2020-09-10,67.989998,68.660004,64.126167,68.660004,68.660004,3745
2020-09-11,68.419998,68.839996,68.230003,68.514999,68.514999,2929
2020-09-14,68.750000,69.217682,67.974098,68.739998,68.739998,38006
2020-09-15,68.910004,69.435997,68.660004,69.320000,69.320000,2324
2020-09-16,69.089996,69.419998,68.500000,68.739998,68.739998,4872
2020-09-17,67.680000,68.309998,67.610001,68.110001,68.110001,5256
2020-09-18,68.080002,68.329002,67.830002,67.839996,67.839996,1742
2020-09-21,67.430000,67.639999,66.250000,66.480003,66.480003,18457
2020-09-22,66.900002,67.470001,66.745499,67.364998,67.364998,3134
2020-09-23,68.230003,68.407997,67.820000,67.510002,67.510002,2849
2020-09-24,66.629997,66.760002,66.000000,66.620003,66.620003,3226
2020-09-25,66.709999,67.080002,66.370003,67.099998,67.099998,3926
2020-09-28,67.690002,68.029999,67.379997,67.779999,67.779999,5295
2020-09-29,67.910004,67.968887,67.540001,67.620003,67.620003,3405
2020-09-30,67.589996,67.989998,67.061607,67.794998,67.794998,2848
2020-10-01,68.019997,68.730003,67.798500,68.144997,68.144997,7813
2020-10-02,67.440002,67.709999,66.970001,67.529999,67.529999,7700
2020-10-05,68.099998,68.330002,67.680000,68.190002,68.190002,5616
2020-10-06,68.220001,68.720001,68.034332,68.389999,68.389999,2380
2020-10-07,68.540001,68.910004,68.430000,68.680000,68.680000,5054
2020-10-08,69.169998,69.530998,68.809998,69.180000,69.180000,15960
2020-10-09,69.480003,69.590240,69.360909,69.334999,69.334999,4018
2020-10-12,69.389999,69.910004,69.330002,69.839996,69.839996,13641
2020-10-13,69.989998,70.290001,69.838501,70.125000,70.125000,22136
2020-10-14,70.720001,70.779999,69.716499,69.745003,69.745003,5584
2020-10-15,69.139999,69.389999,68.599503,69.195000,69.195000,3288
2020-10-16,69.779999,70.040001,69.410004,69.900002,69.900002,2827
2020-10-19,69.849998,70.040001,69.269997,69.309998,69.309998,8205
2020-10-20,69.320000,69.478500,69.023323,69.139999,69.139999,5400
2020-10-21,69.309998,69.360519,67.980003,68.050003,68.050003,7227
2020-10-22,67.839996,68.290001,67.714500,68.199997,68.199997,3180
2020-10-23,68.500000,68.930000,68.500000,68.654999,68.654999,12123
2020-10-26,68.279999,68.930000,67.790001,67.834999,67.834999,18469
2020-10-27,68.190002,68.190002,67.419998,67.574997,67.574997,7561
2020-10-28,67.150002,67.379997,65.830002,66.169998,66.169998,9162
2020-10-29,66.489998,66.691002,65.835999,66.445000,66.445000,3705
2020-10-30,65.529999,66.059998,65.360001,65.745003,65.745003,6401
2020-11-02,66.239998,66.905998,66.239998,66.790001,66.790001,9008
2020-11-03,67.070000,67.459999,67.070000,67.324997,67.324997,5180
2020-11-04,67.370003,69.339996,67.252998,69.250000,69.250000,4740
2020-11-05,69.580002,70.019997,53.799999,69.855003,69.855003,9320
2020-11-06,69.360001,69.830002,68.903000,69.434998,69.434998,5966
2020-11-09,70.389999,72.529999,70.370003,71.665001,71.665001,24788
2020-11-10,70.519997,70.769997,69.806000,70.245003,70.245003,19369
2020-11-11,70.040001,70.919998,70.029999,70.885002,70.885002,4250
2020-11-12,70.820000,71.139999,70.556999,71.029999,71.029999,4885
2020-11-13,70.650002,71.230003,70.650002,70.875000,70.875000,10491
2020-11-16,71.440002,72.174004,71.160004,71.875000,71.875000,14167
2020-11-17,71.760002,71.930000,71.169998,71.459999,71.459999,3407
2020-11-18,71.209999,71.750000,71.207001,71.440002,71.440002,8754
2020-11-19,71.029999,71.207001,70.730003,71.139999,71.139999,3719
2020-11-20,70.989998,71.313004,70.989998,71.089996,71.089996,7410
2020-11-23,71.160004,71.309998,70.831001,71.019997,71.019997,9264
2020-11-24,71.510002,71.825996,71.260002,71.834999,71.834999,13517
2020-11-25,72.000000,72.039001,71.559998,71.625000,71.625000,10731
2020-11-26,71.970001,72.230003,71.830002,72.074997,72.074997,3903
2020-11-27,71.760002,72.430000,71.709999,72.419998,72.419998,4903
2020-11-30,71.680000,72.379997,71.500000,71.449997,71.449997,8640
2020-12-01,72.029999,72.599998,71.809998,72.135002,72.135002,9208
2020-12-02,72.260002,72.699997,72.010002,72.565002,72.565002,9456
2020-12-03,72.570000,72.571999,72.110001,72.239998,72.239998,5951
2020-12-04,72.550003,72.769997,72.019997,72.635002,72.635002,18094
2020-12-07,73.160004,73.650002,72.910004,73.339996,73.339996,9648
2020-12-08,73.040001,73.413002,72.849998,73.320000,73.320000,5266
2020-12-09,73.500000,73.818001,73.050003,73.224998,73.224998,6708
2020-12-10,73.279999,73.598999,72.995003,73.570000,73.570000,4988
2020-12-11,73.500000,73.809998,73.268997,73.404999,73.404999,14519
2020-12-14,73.269997,73.616997,72.839996,73.345001,73.345001,7319
2020-12-15,73.010002,73.449997,72.629997,72.709999,72.709999,10633
2020-12-16,72.699997,73.129997,72.620003,73.004997,73.004997,14437
2020-12-17,73.080002,73.299004,72.763000,72.910004,72.910004,3698
2020-12-18,73.260002,73.550003,72.988998,73.175003,73.175003,6461
2020-12-21,73.739998,74.000000,72.500000,73.080002,73.080002,12356
2020-12-22,72.760002,73.709999,72.760002,73.489998,73.489998,11352
2020-12-23,73.120003,73.358002,72.839996,73.004997,73.004997,11590
2020-12-24,72.730003,73.110001,72.420998,72.599998,72.599998,10921
2020-12-29,74.000000,74.239998,73.709999,73.809998,73.809998,11384
2020-12-30,73.879997,74.120003,73.500000,73.559998,73.559998,14119
2020-12-31,73.150002,73.360001,72.919998,73.125000,73.125000,2993
2021-01-04,73.800003,74.330002,73.120003,73.269997,73.269997,15025
2021-01-05,73.199997,73.780998,73.010002,73.290001,73.290001,15096
2021-01-06,73.389999,74.660004,73.032997,74.544998,74.544998,17940
2021-01-07,74.629997,75.230003,74.247002,75.089996,75.089996,14693
2021-01-08,75.540001,75.723000,75.180000,75.445000,75.445000,22135
2021-01-11,75.730003,76.000000,75.379997,75.690002,75.690002,20999
2021-01-12,75.389999,75.599998,74.889999,74.949997,74.949997,13622
2021-01-13,74.910004,75.120003,74.150002,75.029999,75.029999,9684
2021-01-14,74.989998,75.459999,74.989998,75.120003,75.120003,6730
2021-01-15,74.720001,74.996002,74.330002,74.675003,74.675003,4169
2021-01-18,74.669998,74.980003,74.629997,74.820000,74.820000,6844
2021-01-19,75.300003,75.550003,74.940002,74.934998,74.934998,18070
2021-01-20,75.160004,75.820000,74.940002,75.605003,75.605003,22895
2021-01-21,75.910004,75.910004,75.360001,75.349998,75.349998,9241
2021-01-22,75.419998,75.500000,75.019997,75.400002,75.400002,8122
2021-01-25,75.660004,75.839996,74.859596,75.114998,75.114998,11418
2021-01-26,75.309998,75.663399,75.266701,75.150002,75.150002,5082
2021-01-27,75.260002,75.260002,73.747200,74.125000,74.125000,13564
2021-01-28,73.290001,74.330002,72.879997,74.120003,74.120003,13298
2021-01-29,73.000000,73.459999,72.811203,72.860001,72.860001,29063
2021-02-01,73.199997,73.669998,72.940002,73.665001,73.665001,16198
2021-02-02,74.309998,75.169998,74.303902,75.089996,75.089996,17125
2021-02-03,75.440002,75.500000,75.000000,75.180000,75.180000,9368
2021-02-04,75.419998,75.684799,75.088600,75.404999,75.404999,8041
2021-02-05,75.690002,75.896698,75.379997,75.599998,75.599998,13446
2021-02-08,75.930000,76.279999,75.779999,76.050003,76.050003,13932
2021-02-09,76.059998,76.239998,75.690002,75.904999,75.904999,9382
2021-02-10,76.059998,76.300003,75.391800,75.650002,75.650002,13142
2021-02-11,75.930000,76.300003,75.930000,76.209999,76.209999,12975
2021-02-12,76.180000,76.309998,75.955200,76.254997,76.254997,13529
2021-02-15,76.550003,76.730003,76.395203,76.650002,76.650002,9443
2021-02-16,76.709999,76.800003,76.349998,76.220001,76.220001,6078
2021-02-17,76.430000,76.459999,75.896202,75.989998,75.989998,18289
2021-02-18,76.000000,76.300003,74.809998,75.089996,75.089996,8309
2021-02-19,75.180000,75.550003,75.000000,75.485001,75.485001,10771
